,leap_year_condition,decade,predicted_year_digit,predicted_year
99091,1,184,8,1848
115817,0,212,9,2129
21876,0,202,1,2021
56146,0,180,5,1805
96031,1,199,8,1998
60146,0,219,9,2199
118475,1,198,8,1988
19986,0,213,9,2139
49819,0,189,5,1895
23462,1,200,8,2008
130759,0,183,5,1835
5170,0,215,9,2159
134818,0,188,5,1885
138478,1,183,8,1838
145459,1,200,8,2008
135126,0,219,9,2199
136415,0,217,9,2179
3745,1,193,8,1938
108279,0,180,5,1805
109359,0,208,1,2081
19747,0,189,5,1895
140551,1,190,8,1908
131312,0,198,1,1981
34548,0,186,5,1865
3756,0,194,1,1941
5791,0,197,1,1971
10503,0,187,5,1875
83834,0,182,5,1825
16318,0,207,1,2071
133193,0,186,5,1865
145306,0,184,5,1845
77812,0,181,5,1815
26483,0,181,5,1815
30695,0,201,1,2011
42781,0,207,1,2071
28483,1,181,8,1818
7337,0,191,5,1915
117436,1,214,2,2142
137100,0,206,1,2061
78716,1,192,8,1928
81672,0,206,1,2061
135714,0,187,5,1875
65958,0,199,1,1991
73668,0,208,1,2081
88527,0,210,1,2101
13813,0,197,1,1971
80803,0,200,1,2001
69343,0,217,9,2179
34031,0,214,9,2149
19684,0,183,5,1835
55295,0,215,9,2159
40354,0,205,1,2051
135860,0,202,1,2021
30076,0,180,5,1805
101489,1,183,8,1838
76802,0,201,1,2011
9778,0,195,1,1951
28306,1,203,8,2038
92253,0,182,5,1825
74200,0,181,5,1815
16278,0,203,1,2031
58152,0,180,5,1805
140193,0,194,1,1941
125567,0,185,5,1855
107531,0,186,5,1865
56011,1,207,2,2072
90348,0,192,1,1921
136054,0,181,5,1815
115943,0,185,5,1855
73889,0,190,5,1905
43712,0,180,5,1805
80792,0,199,1,1991
20413,0,216,9,2169
57941,0,199,1,1991
66995,1,182,8,1828
101163,0,191,5,1915
24559,0,189,5,1895
22062,0,180,5,1805
18502,1,185,8,1858
112977,1,209,2,2092
98677,0,183,5,1835
25151,0,208,1,2081
94724,1,188,8,1888
40420,1,212,2,2122
109855,0,218,9,2189
26198,0,193,1,1931
109590,0,191,5,1915
16483,0,184,5,1845
112348,1,186,8,1868
144697,1,204,8,2048
10569,0,194,1,1941
83451,0,184,5,1845
97494,0,185,5,1855
75244,0,205,1,2051
143621,0,216,9,2169
23313,0,185,5,1855
72860,0,207,1,2071
44992,1,188,8,1888
85265,0,205,1,2051
37177,0,208,1,2081
132610,1,208,2,2082
83806,0,219,9,2199
76448,0,205,1,2051
59551,0,200,1,2001
124848,0,193,1,1931
139890,0,204,1,2041
38799,0,210,1,2101
80605,1,180,8,1808
28239,0,196,1,1961
92854,0,202,1,2021
31949,0,207,1,2071
47893,0,197,1,1971
37163,0,207,1,2071
87517,0,189,5,1895
139061,0,201,1,2011
35402,0,191,5,1915
4132,0,192,1,1921
59312,0,216,9,2169
70634,0,185,5,1855
78884,1,208,2,2082
25183,0,212,9,2129
25588,0,212,9,2129
96094,0,205,1,2051
88665,1,184,8,1848
53984,0,205,1,2051
58497,1,215,2,2152
8086,0,186,5,1865
8799,0,217,9,2179
42649,0,194,1,1941
5027,0,201,1,2011
93645,1,201,8,2018
139929,1,208,2,2082
103199,0,194,1,1941
99405,0,215,9,2159
45216,1,210,2,2102
65146,1,198,8,1988
53964,0,203,1,2031
9266,0,184,5,1845
30684,1,200,8,2008
122586,0,208,1,2081
43446,0,193,1,1931
67051,1,188,8,1888
139864,0,201,1,2011
137737,0,189,5,1895
17498,0,205,1,2051
50631,0,190,5,1905
88677,1,185,8,1858
80566,0,216,9,2169
69884,0,191,5,1915
648,0,204,1,2041
118102,1,200,8,2008
25535,1,207,2,2072
24030,0,217,9,2179
4422,0,181,5,1815
27434,0,196,1,1961
102910,0,205,1,2051
25308,0,184,5,1845
10596,0,197,1,1971
52422,1,209,2,2092
38122,0,182,5,1825
127364,0,204,1,2041
17282,0,183,5,1835
127910,1,219,2,2192
62886,0,213,9,2139
129480,0,215,9,2159
1197,0,219,9,2199
121957,0,185,5,1855
90560,0,213,9,2139
26344,0,207,1,2071
66237,1,187,8,1878
20577,0,192,1,1921
119215,0,191,5,1915
63116,0,195,1,1951
34066,0,218,9,2189
9020,0,199,1,1991
22300,0,204,1,2041
91839,0,181,5,1815
37447,0,195,1,1951
69888,0,191,5,1915
133980,0,184,5,1845
4763,1,215,2,2152
83602,0,199,1,1991
116397,0,190,5,1905
62533,0,217,9,2179
82668,0,186,5,1865
5262,0,184,5,1845
142671,0,201,1,2011
105320,0,205,1,2051
67729,0,216,9,2169
55769,0,183,5,1835
124580,0,207,1,2071
51058,0,193,1,1931
34235,0,195,1,1951
76610,0,181,5,1815
140721,0,207,1,2071
73832,1,184,8,1848
30365,0,209,1,2091
141988,0,213,9,2139
5882,1,206,8,2068
41418,0,191,5,1915
19536,1,208,2,2082
110381,0,190,5,1905
2714,1,210,2,2102
127491,0,217,9,2179
63816,0,185,5,1855
75468,1,188,8,1888
122535,0,203,1,2031
126175,0,206,1,2061
62715,0,195,1,1951
61113,0,196,1,1961
99590,0,194,1,1941
81004,0,180,5,1805
109016,0,214,9,2149
103387,0,213,9,2139
29919,0,204,1,2041
48453,0,213,9,2139
123271,1,196,8,1968
93529,1,189,8,1898
121751,1,204,8,2048
45427,0,191,5,1915
43113,0,200,1,2001
93211,0,197,1,1971
122399,0,189,5,1895
31952,0,207,1,2071
67222,0,205,1,2051
15663,1,182,8,1828
23492,0,203,1,2031
162,0,196,1,1961
105723,1,206,8,2068
38861,0,216,9,2169
45865,0,195,1,1951
76684,0,189,5,1895
77624,0,203,1,2031
29965,0,209,1,2091
45108,1,199,8,1998
51325,0,219,9,2199
115896,0,180,5,1805
6730,0,211,9,2119
144960,0,190,5,1905
104912,0,205,1,2051
126981,0,206,1,2061
98248,0,180,5,1805
94735,0,189,5,1895
79511,0,191,5,1915
42806,0,210,1,2101
113325,0,204,1,2041
45431,0,191,5,1915
41286,1,218,2,2182
52929,0,219,9,2199
10223,0,199,1,1991
7149,1,213,2,2132
50492,0,216,9,2169
138574,1,193,8,1938
119223,0,192,1,1921
107000,0,213,9,2139
104296,1,183,8,1838
1031,0,202,1,2021
51327,0,220,9,2209
69252,1,208,2,2082
36660,0,196,1,1961
45324,0,181,5,1815
9422,0,199,1,1991
52985,0,185,5,1855
74804,0,201,1,2011
7261,0,184,5,1845
77562,0,196,1,1961
5868,0,205,1,2051
71488,0,191,5,1915
94232,0,219,9,2199
64832,0,207,1,2071
37143,0,205,1,2051
110948,1,207,2,2072
68076,0,210,1,2101
140798,0,215,9,2159
144245,0,198,1,1981
62791,0,203,1,2031
91277,0,205,1,2051
5386,0,197,1,1971
13539,0,210,1,2101
18499,0,185,5,1855
99997,1,194,8,1948
105650,0,198,1,1981
52876,0,214,9,2149
27469,0,200,1,2001
50789,0,206,1,2061
87861,0,184,5,1845
67031,1,186,8,1868
132848,0,191,5,1915
136809,1,217,2,2172
74883,0,209,1,2091
37150,0,205,1,2051
6290,0,207,1,2071
36046,0,215,9,2159
8290,0,207,1,2071
62324,0,196,1,1961
37967,0,207,1,2071
122804,0,189,5,1895
49419,1,189,8,1898
24410,0,215,9,2159
30346,0,207,1,2071
123420,0,211,9,2119
71092,0,191,5,1915
55855,1,191,8,1918
23513,0,205,1,2051
3331,0,192,1,1921
132454,1,192,8,1928
39266,0,216,9,2169
55415,0,187,5,1875
134192,0,205,1,2051
135936,0,210,1,2101
21459,0,200,1,2001
298,0,209,1,2091
14871,0,183,5,1835
12823,1,219,2,2192
6180,0,196,1,1961
84302,1,189,8,1898
21899,0,204,1,2041
134869,0,193,1,1931
142540,1,188,8,1888
70103,0,212,9,2129
36626,0,193,1,1931
84601,0,219,9,2199
74627,0,184,5,1845
70645,0,186,5,1865
20400,0,215,9,2159
100535,0,208,1,2081
3558,0,215,9,2159
102772,1,191,8,1918
87789,0,217,9,2179
51779,0,185,5,1855
14728,1,209,2,2092
113503,1,182,8,1828
78996,0,220,9,2209
50420,0,209,1,2091
3794,0,198,1,1981
9621,0,219,9,2199
141211,0,216,9,2169
107659,0,199,1,1991
3713,1,190,8,1908
78645,0,184,5,1845
47222,0,210,1,2101
91298,0,207,1,2071
34232,0,194,1,1941
45525,1,201,8,2018
4229,0,201,1,2011
13028,1,199,8,1998
125766,0,205,1,2051
123815,0,210,1,2101
118748,1,185,8,1858
2817,0,181,5,1815
38935,0,183,5,1835
142451,0,220,9,2209
109761,1,208,2,2082
29966,1,209,2,2092
107481,0,181,5,1815
54652,1,191,8,1918
143494,1,204,8,2048
1598,0,219,9,2199
52327,0,199,1,1991
19987,0,213,9,2139
119026,0,213,9,2139
107026,1,216,2,2162
29956,0,208,1,2081
1845,0,204,1,2041
131582,0,185,5,1855
63497,0,193,1,1931
15800,0,196,1,1961
130388,0,186,5,1865
15236,0,219,9,2199
95867,1,182,8,1828
61417,1,186,8,1868
56802,0,206,1,2061
26041,0,217,9,2179
67052,0,188,5,1885
60126,0,217,9,2179
137285,0,184,5,1845
112841,1,196,8,1968
63398,1,184,8,1848
45185,0,207,1,2071
108098,0,202,1,2021
78579,1,218,2,2182
81132,0,193,1,1931
37873,0,197,1,1971
68323,0,195,1,1951
66152,1,218,2,2182
52989,0,185,5,1855
39772,0,187,5,1875
98651,0,180,5,1805
93515,0,188,5,1885
109133,0,186,5,1865
55129,1,199,8,1998
12051,0,182,5,1825
144432,1,217,2,2172
11738,0,190,5,1905
89508,0,188,5,1885
76193,0,180,5,1805
50294,0,196,1,1961
138807,0,216,9,2169
127161,1,184,8,1848
47412,0,189,5,1895
131280,0,195,1,1951
107332,0,206,1,2061
138566,1,192,8,1928
100509,0,205,1,2051
130667,0,214,9,2149
30332,0,205,1,2051
133056,0,212,9,2129
93278,0,204,1,2041
121214,1,191,8,1918
129471,0,214,9,2149
59969,1,202,8,2028
79050,0,185,5,1855
50143,0,181,5,1815
77744,0,215,9,2159
110170,1,209,2,2092
60309,0,195,1,1951
141563,0,211,9,2119
18307,0,206,1,2061
102619,1,216,2,2162
91078,0,185,5,1855
548,0,194,1,1941
139249,0,180,5,1805
36564,0,187,5,1875
86255,1,184,8,1848
49610,0,208,1,2081
86209,0,219,9,2199
19416,1,196,8,1968
52469,0,213,9,2139
29091,0,201,1,2011
138418,0,217,9,2179
49885,0,196,1,1961
110726,0,185,5,1855
39995,1,209,2,2092
107100,0,183,5,1835
57312,0,217,9,2179
40279,0,197,1,1971
31885,0,200,1,2001
10791,0,216,9,2169
10445,0,181,5,1815
10789,0,216,9,2169
67459,0,189,5,1895
112576,1,209,2,2092
119844,0,214,9,2149
34512,0,182,5,1825
74420,0,203,1,2031
83159,1,195,8,1958
11926,0,209,1,2091
32749,1,206,8,2068
118689,0,219,9,2199
98765,0,191,5,1915
76469,0,207,1,2071
44499,0,218,9,2189
7653,0,183,5,1835
89496,0,187,5,1875
137711,0,187,5,1875
86967,0,215,9,2159
29972,0,209,1,2091
19405,0,195,1,1951
29841,0,196,1,1961
62579,0,182,5,1825
57423,1,188,8,1888
106946,1,208,2,2082
112388,1,190,8,1908
128364,1,184,8,1848
43545,0,203,1,2031
11097,0,207,1,2071
30748,1,207,2,2072
85541,1,192,8,1928
143381,0,192,1,1921
129877,0,215,9,2159
128624,1,210,2,2102
65358,1,219,2,2192
126663,1,214,2,2142
114075,0,199,1,1991
106605,1,214,2,2142
84160,0,215,9,2159
95847,1,180,8,1808
137539,0,210,1,2101
97978,0,193,1,1931
128503,0,198,1,1981
142334,0,208,1,2081
114942,1,205,8,2058
22039,0,218,9,2189
96518,0,207,1,2071
85765,1,215,2,2152
142777,0,212,9,2129
144046,0,219,9,2199
28730,0,205,1,2051
81749,0,214,9,2149
91346,0,211,9,2119
42041,0,213,9,2139
129810,0,208,1,2081
114843,0,195,1,1951
4479,1,186,8,1868
93100,1,186,8,1868
76519,0,212,9,2129
79960,0,196,1,1961
128119,1,200,8,2008
69416,0,184,5,1845
16634,0,199,1,1991
129252,0,193,1,1931
31220,0,214,9,2149
114,0,191,5,1915
122204,0,210,1,2101
89785,0,216,9,2169
133389,0,205,1,2051
47892,0,197,1,1971
19761,1,191,8,1918
96899,0,205,1,2051
106707,0,184,5,1845
79249,1,205,8,2058
37056,1,196,8,1968
85661,1,204,8,2048
100345,0,189,5,1895
52690,0,195,1,1951
72879,0,209,1,2091
99115,1,186,8,1868
48897,1,217,2,2172
86657,0,184,5,1845
126315,0,180,5,1805
40597,1,189,8,1898
61181,0,202,1,2021
31424,0,194,1,1941
121493,0,219,9,2199
92509,0,207,1,2071
72536,1,215,2,2152
115486,0,219,9,2199
142074,0,182,5,1825
66041,0,207,1,2071
114516,0,203,1,2031
56385,0,204,1,2041
99023,0,217,9,2179
66233,1,186,8,1868
121986,0,188,5,1885
91601,0,197,1,1971
142432,0,218,9,2189
25271,1,180,8,1808
83452,1,184,8,1848
33075,0,199,1,1991
75670,0,208,1,2081
129600,0,187,5,1875
13133,0,210,1,2101
50608,0,188,5,1885
68098,0,212,9,2129
107420,0,215,9,2159
15393,0,195,1,1951
78733,0,193,1,1931
85908,0,189,5,1895
112622,0,214,9,2149
71825,0,184,5,1845
91496,1,186,8,1868
135267,0,183,5,1835
108809,0,193,1,1931
76864,0,207,1,2071
68485,0,211,9,2119
108517,0,204,1,2041
97873,0,182,5,1825
92559,0,212,9,2129
30786,0,211,9,2119
30186,0,191,5,1915
80849,1,204,8,2048
48352,1,203,8,2038
121009,1,210,2,2102
7790,0,197,1,1971
76741,0,195,1,1951
44615,1,190,8,1908
41055,0,195,1,1951
131566,0,183,5,1835
125450,0,213,9,2139
24718,0,205,1,2051
42801,0,209,1,2091
134139,0,200,1,2001
1003,0,200,1,2001
144006,0,215,9,2159
39992,0,209,1,2091
106601,1,213,2,2132
44781,0,207,1,2071
59178,0,203,1,2031
82713,0,190,5,1905
127338,0,202,1,2021
141774,1,192,8,1928
112767,0,188,5,1885
77408,0,181,5,1815
129690,0,196,1,1961
108605,0,213,9,2139
37189,0,209,1,2091
92002,0,197,1,1971
109081,0,180,5,1805
121342,1,204,8,2048
61254,0,210,1,2101
78670,0,187,5,1875
133549,1,181,8,1818
57805,0,186,5,1865
109008,0,213,9,2139
60979,0,182,5,1825
61664,0,211,9,2119
102807,0,195,1,1951
78919,0,212,9,2129
40463,0,216,9,2169
3235,0,182,5,1825
42120,0,181,5,1815
4139,0,192,1,1921
122798,1,189,8,1898
81797,0,219,9,2199
112577,0,209,1,2091
19664,0,181,5,1815
96067,1,202,8,2028
76990,0,219,9,2199
116151,0,206,1,2061
19632,1,218,2,2182
9195,0,217,9,2179
36285,0,199,1,1991
115730,0,204,1,2041
120221,0,212,9,2129
52254,1,192,8,1928
79382,0,218,9,2189
78945,0,214,9,2149
58501,1,215,2,2152
23206,0,214,9,2149
89425,0,180,5,1805
17046,1,200,8,2008
132448,0,191,5,1915
140018,0,217,9,2179
62161,0,180,5,1805
132801,0,187,5,1875
99528,1,188,8,1888
2435,0,182,5,1825
108611,0,214,9,2149
135354,1,192,8,1928
41303,0,180,5,1805
119670,1,197,8,1978
138307,0,206,1,2061
98576,0,213,9,2139
32994,1,191,8,1918
13764,0,193,1,1931
49010,1,188,8,1888
37973,0,207,1,2071
52769,0,203,1,2031
10224,0,199,1,1991
465,1,186,8,1868
66135,0,217,9,2179
31685,0,180,5,1805
90936,0,211,9,2119
114911,0,202,1,2021
19821,1,197,8,1978
3462,0,205,1,2051
59778,0,182,5,1825
45619,0,210,1,2101
109394,0,212,9,2129
84335,0,192,1,1921
98150,0,210,1,2101
120774,0,187,5,1875
35959,0,207,1,2071
31223,0,214,9,2149
25856,1,199,8,1998
38916,0,181,5,1815
74853,0,206,1,2061
21118,0,206,1,2061
85681,1,206,8,2068
89771,1,214,2,2142
98916,0,207,1,2071
130317,0,219,9,2199
112193,0,211,9,2119
39046,0,194,1,1941
11352,1,192,8,1928
39998,0,209,1,2091
103235,0,197,1,1971
144834,0,217,9,2179
134221,0,208,1,2081
56024,0,208,1,2081
59675,0,212,9,2129
83128,0,192,1,1921
37161,0,206,1,2061
8489,1,186,8,1868
112227,1,214,2,2142
137191,0,215,9,2159
124087,0,197,1,1971
21290,0,183,5,1835
56846,0,210,1,2101
136318,0,208,1,2081
141208,1,216,2,2162
64633,1,187,8,1878
121091,0,219,9,2199
11579,0,215,9,2159
146352,0,209,1,2091
38031,0,213,9,2139
54199,1,186,8,1868
104873,1,201,8,2018
122292,1,218,2,2182
50043,0,211,9,2119
72929,1,214,2,2142
102541,0,208,1,2081
57922,0,197,1,1971
79449,0,185,5,1855
25321,0,185,5,1855
99354,0,210,1,2101
120701,0,180,5,1805
87810,1,219,2,2192
30403,1,212,2,2122
40205,0,190,5,1905
104046,0,198,1,1981
68583,1,181,8,1818
43412,1,190,8,1908
98023,0,197,1,1971
37564,0,207,1,2071
9227,1,180,8,1808
121106,1,180,8,1808
56701,1,196,8,1968
16781,1,214,2,2142
107014,1,214,2,2142
126548,0,203,1,2031
70202,0,182,5,1825
118040,0,194,1,1941
21820,0,196,1,1961
49566,0,204,1,2041
10248,0,202,1,2021
33302,0,181,5,1815
75188,0,200,1,2001
2695,0,208,1,2081
9352,0,192,1,1921
140637,0,199,1,1991
70561,0,218,9,2189
80412,1,201,8,2018
59975,0,202,1,2021
60666,0,191,5,1915
51765,1,183,8,1838
91537,0,190,5,1905
127078,0,216,9,2169
79982,0,198,1,1981
119045,0,214,9,2149
32727,0,204,1,2041
89950,0,192,1,1921
121301,0,199,1,1991
4514,0,190,5,1905
16892,0,185,5,1855
2611,0,200,1,2001
145658,0,219,9,2199
43885,1,197,8,1978
142008,0,215,9,2159
33005,0,192,1,1921
11940,0,211,9,2119
100259,0,180,5,1805
110011,0,193,1,1931
53160,1,202,8,2028
29359,0,188,5,1885
128236,0,211,9,2119
6751,0,213,9,2139
85370,0,215,9,2159
128898,0,197,1,1971
50707,0,198,1,1981
113737,0,205,1,2051
71892,0,191,5,1915
59485,0,193,1,1931
141187,0,213,9,2139
57058,1,191,8,1918
136279,0,204,1,2041
58888,0,214,9,2149
61681,1,212,2,2122
125305,0,199,1,1991
114514,0,202,1,2021
94950,0,211,9,2119
37557,1,206,8,2068
70258,0,188,5,1885
139457,0,201,1,2011
107053,0,218,9,2189
6188,0,197,1,1971
80472,1,207,2,2072
18150,0,190,5,1905
102120,0,206,1,2061
105942,0,187,5,1875
75564,1,197,8,1978
42032,1,212,2,2122
16609,1,196,8,1968
21740,0,188,5,1885
25034,1,197,8,1978
136263,0,202,1,2021
59891,0,194,1,1941
32858,0,217,9,2179
123450,0,214,9,2149
748,0,214,9,2149
108709,0,183,5,1835
69105,0,193,1,1931
86324,0,190,5,1905
21223,0,217,9,2179
129722,0,199,1,1991
28188,0,191,5,1915
111412,0,213,9,2139
49346,0,182,5,1825
51717,0,218,9,2189
11705,1,187,8,1878
13677,0,184,5,1845
127782,1,206,8,2068
106381,1,191,8,1918
56320,1,198,8,1988
81315,0,211,9,2119
89848,1,182,8,1828
145283,1,182,8,1828
10448,0,182,5,1825
4107,0,189,5,1895
85557,1,194,8,1948
73958,0,197,1,1971
32637,1,195,8,1958
15199,0,216,9,2169
45205,0,209,1,2091
58620,0,187,5,1875
74740,0,195,1,1951
87811,0,219,9,2199
110151,0,207,1,2071
117453,0,216,9,2169
106502,0,203,1,2031
89747,1,212,2,2122
82956,0,215,9,2159
95898,0,185,5,1855
37771,0,187,5,1875
110890,0,201,1,2011
100361,0,191,5,1915
37657,1,216,2,2162
82807,0,200,1,2001
41485,0,198,1,1981
7249,0,183,5,1835
133148,1,181,8,1818
99142,0,189,5,1895
85087,0,187,5,1875
34556,0,187,5,1875
124671,0,216,9,2169
5274,0,186,5,1865
102963,0,210,1,2101
51117,0,199,1,1991
169,0,196,1,1961
37164,1,207,2,2072
49657,0,213,9,2139
135281,0,184,5,1845
18362,0,211,9,2119
19426,0,197,1,1971
24570,0,190,5,1905
39227,0,213,9,2139
91089,0,186,5,1865
142107,1,185,8,1858
136439,0,180,5,1805
13,0,181,5,1815
36815,1,212,2,2122
1675,0,187,5,1875
59109,0,196,1,1961
84823,1,201,8,2018
27275,0,180,5,1805
98408,0,196,1,1961
11721,1,189,8,1898
29796,0,192,1,1921
118468,0,197,1,1971
56606,0,186,5,1865
130693,1,216,2,2162
81993,0,198,1,1981
123437,0,213,9,2139
136679,0,204,1,2041
60881,0,213,9,2139
63859,0,190,5,1905
57979,0,203,1,2031
44599,1,188,8,1888
108602,1,213,2,2132
88542,0,212,9,2129
43455,0,194,1,1941
82359,0,195,1,1951
22102,0,184,5,1845
138861,0,181,5,1815
81062,1,186,8,1868
77987,0,199,1,1991
132169,1,204,8,2048
99650,0,200,1,2001
4945,0,193,1,1931
32489,1,180,8,1808
122519,0,201,1,2011
130984,0,205,1,2051
57680,0,213,9,2139
97293,0,205,1,2051
50322,0,199,1,1991
69745,1,217,2,2172
86304,0,188,5,1885
65335,0,217,9,2179
145093,0,203,1,2031
28278,1,200,8,2008
144014,0,215,9,2159
90892,0,206,1,2061
127733,0,201,1,2011
122129,0,202,1,2021
58478,0,213,9,2139
111833,0,215,9,2159
6821,1,180,8,1808
75021,0,183,5,1835
107101,0,183,5,1835
87727,0,210,1,2101
79363,0,216,9,2169
73914,0,193,1,1931
92213,1,218,2,2182
107158,0,189,5,1895
10329,1,210,2,2102
86868,1,205,8,2058
96389,0,194,1,1941
71421,0,184,5,1845
120079,1,198,8,1988
103995,1,193,8,1938
75262,0,207,1,2071
30310,0,203,1,2031
130863,0,193,1,1931
135501,0,206,1,2061
44131,0,182,5,1825
122751,0,184,5,1845
16139,0,189,5,1895
10022,0,219,9,2199
104829,1,196,8,1968
108128,0,205,1,2051
82006,0,200,1,2001
88195,1,217,2,2172
29535,0,206,1,2061
135123,0,218,9,2189
74318,0,193,1,1931
86334,0,191,5,1915
73616,0,203,1,2031
2579,0,197,1,1971
106947,0,208,1,2081
56270,0,193,1,1931
76321,0,193,1,1931
39475,0,197,1,1971
6374,0,215,9,2159
75967,0,197,1,1971
132885,0,195,1,1951
85045,0,183,5,1835
84157,1,214,2,2142
135105,0,216,9,2169
127000,1,208,2,2082
79163,0,196,1,1961
84895,1,208,2,2082
141313,1,186,8,1868
144751,0,209,1,2091
8108,1,188,8,1888
39290,0,219,9,2199
10239,0,201,1,2011
100549,0,209,1,2091
22196,0,194,1,1941
145354,0,189,5,1895
57900,1,195,8,1958
48107,1,218,2,2182
136872,0,183,5,1835
67248,0,208,1,2081
61811,0,185,5,1855
53625,1,209,2,2092
126670,0,215,9,2159
25473,0,201,1,2011
30067,0,219,9,2199
132397,0,186,5,1865
134207,0,207,1,2071
13328,0,189,5,1895
22856,0,220,9,2209
24789,1,212,2,2122
6665,0,204,1,2041
128462,0,194,1,1941
58100,1,215,2,2152
58377,1,203,8,2038
138455,0,181,5,1815
87204,0,198,1,1981
127269,1,195,8,1958
62030,1,207,2,2072
86085,0,207,1,2071
62175,1,182,8,1828
89620,0,199,1,1991
1637,0,183,5,1835
137173,0,213,9,2139
99226,0,197,1,1971
122968,0,206,1,2061
7036,0,201,1,2011
60231,0,188,5,1885
18592,0,194,1,1941
77967,0,197,1,1971
54963,0,182,5,1825
126381,0,186,5,1865
37903,0,200,1,2001
16072,1,183,8,1838
12985,0,195,1,1951
109801,1,212,2,2122
64488,1,212,2,2122
115274,0,198,1,1981
145076,0,201,1,2011
39353,0,185,5,1855
17613,0,217,9,2179
95017,0,218,9,2189
97861,0,181,5,1815
97791,1,214,2,2142
64267,0,190,5,1905
140379,0,213,9,2139
47647,0,212,9,2129
25163,0,210,1,2101
100960,0,210,1,2101
85266,0,205,1,2051
2499,0,189,5,1895
47164,0,204,1,2041
83777,0,216,9,2169
140191,0,194,1,1941
145791,0,193,1,1931
47934,0,201,1,2011
27632,1,216,2,2162
108154,0,208,1,2081
59393,0,184,5,1845
113023,0,214,9,2149
7638,0,181,5,1815
24555,0,189,5,1895
124833,0,192,1,1921
93200,1,196,8,1968
53885,0,195,1,1951
88387,0,196,1,1961
135579,0,214,9,2149
141877,0,202,1,2021
2635,0,202,1,2021
60369,0,201,1,2011
86180,0,216,9,2169
131175,1,184,8,1848
41331,1,182,8,1828
100056,0,200,1,2001
91563,0,193,1,1931
93061,0,182,5,1825
59369,0,182,5,1825
132361,0,183,5,1835
16168,1,192,8,1928
112245,0,216,9,2169
61292,1,214,2,2142
51931,0,200,1,2001
96881,1,204,8,2048
143372,0,191,5,1915
46413,0,209,1,2091
87062,0,184,5,1845
127328,0,201,1,2011
92785,0,195,1,1951
85391,0,217,9,2179
132230,0,210,1,2101
48350,0,203,1,2031
19692,0,184,5,1845
37190,0,209,1,2091
7021,1,200,8,2008
51547,0,201,1,2011
67649,0,208,1,2081
70604,1,182,8,1828
92040,0,201,1,2011
143252,0,219,9,2199
35655,0,216,9,2169
35949,1,206,8,2068
145638,0,217,9,2179
78526,0,213,9,2139
20534,0,188,5,1885
114477,1,199,8,1998
104033,0,197,1,1971
12241,0,201,1,2011
14107,1,187,8,1878
28244,0,197,1,1971
143973,0,211,9,2119
141258,0,180,5,1805
49017,0,189,5,1895
137432,0,199,1,1991
68843,1,207,2,2072
2733,0,212,9,2129
106960,0,209,1,2091
102756,0,190,5,1905
130267,0,214,9,2149
70110,1,213,2,2132
74603,0,181,5,1815
115016,0,213,9,2139
1728,1,192,8,1928
145841,0,198,1,1981
49078,1,195,8,1958
54900,1,216,2,2162
45562,0,204,1,2041
30830,0,215,9,2159
56679,0,193,1,1931
75331,1,214,2,2142
54341,0,200,1,2001
54107,0,217,9,2179
13075,0,204,1,2041
61345,0,219,9,2199
141605,1,215,2,2152
28787,1,211,2,2112
101625,1,197,8,1978
134864,1,192,8,1928
100608,0,215,9,2159
102579,1,212,2,2122
25417,0,195,1,1951
46764,1,204,8,2048
23531,0,207,1,2071
144166,0,191,5,1915
37251,0,215,9,2159
25794,0,193,1,1931
123153,0,184,5,1845
83851,0,184,5,1845
85350,0,213,9,2139
103839,0,218,9,2189
127154,0,183,5,1835
80733,1,193,8,1938
26696,0,203,1,2031
115541,0,185,5,1855
89724,0,210,1,2101
66032,1,206,8,2068
113578,0,189,5,1895
43842,0,193,1,1931
60929,0,217,9,2179
130129,0,200,1,2001
38784,1,208,2,2082
87915,1,189,8,1898
3066,0,205,1,2051
25607,1,214,2,2142
68878,0,210,1,2101
37801,0,190,5,1905
137931,0,209,1,2091
95991,1,195,8,1958
56334,0,199,1,1991
75274,0,208,1,2081
69528,0,195,1,1951
43288,0,218,9,2189
41516,0,201,1,2011
110071,0,199,1,1991
16720,0,207,1,2071
11966,0,213,9,2139
1184,0,218,9,2189
47888,0,196,1,1961
132118,0,198,1,1981
136735,0,209,1,2091
13032,1,200,8,2008
132449,0,191,5,1915
137321,0,188,5,1885
106937,0,207,1,2071
72714,0,193,1,1931
145290,0,183,5,1835
45918,1,200,8,2008
17858,0,201,1,2011
14114,0,187,5,1875
40712,0,201,1,2011
93107,0,187,5,1875
9001,0,197,1,1971
143965,0,211,9,2119
132393,0,186,5,1865
130677,1,215,2,2152
137268,0,182,5,1825
33481,0,199,1,1991
91859,0,183,5,1835
144576,0,191,5,1915
91627,0,199,1,1991
131222,0,189,5,1895
6272,0,205,1,2051
106799,0,193,1,1931
106748,0,188,5,1885
35635,0,214,9,2149
89022,0,180,5,1805
95731,0,209,1,2091
25095,0,203,1,2031
48715,0,199,1,1991
118481,0,198,1,1981
29656,0,218,9,2189
57528,0,198,1,1981
142044,0,219,9,2199
14341,0,210,1,2101
26214,0,194,1,1941
5308,0,189,5,1895
7394,1,197,8,1978
39852,0,195,1,1951
82442,0,203,1,2031
142376,0,212,9,2129
127158,0,184,5,1845
25463,1,200,8,2008
89060,0,183,5,1835
31616,0,213,9,2139
